_id,date,site,parameter,index_value,description,health_advisory,health_effects
13811,2017-09-22,Lawrenceville,OZONE,43,Good,,
13812,2017-09-22,Liberty 2,PM10,44,Good,,
13813,2017-09-22,Lincoln,PM10,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13814,2017-09-22,Lawrenceville,PM25B,50,Good,,
13815,2017-09-22,Harrison Township,NO2,21,Good,,
13816,2017-09-22,Parkway East,NO2,23,Good,,
13817,2017-09-22,North Braddock,SO2,10,Good,,
13818,2017-09-22,Flag Plaza,CO,0,Good,,
13819,2017-09-22,Glassport High Street,PM10,34,Good,,
13820,2017-09-22,Avalon,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13821,2017-09-22,Liberty,SO2,27,Good,,
13822,2017-09-23,Flag Plaza,PM10,21,Good,,
13823,2017-09-23,North Braddock,PM10B,30,Good,,
13824,2017-09-23,South Fayette,SO2,6,Good,,
13825,2017-09-23,Liberty 2,PM25(2),74,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13826,2017-09-23,Avalon,PM25T,43,Good,,
13827,2017-09-23,Liberty,SO2,47,Good,,
13828,2017-09-23,Lincoln,PM10,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13829,2017-09-23,Lawrenceville,PM25B,48,Good,,
13830,2017-09-23,Parkway East,PM25T,44,Good,,
13831,2017-09-23,Flag Plaza,CO,0,Good,,
13832,2017-09-23,Harrison Township,OZONE,45,Good,,
13833,2017-09-23,South Fayette,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
13834,2017-09-23,Avalon,SO2,1,Good,,
13835,2017-09-23,Harrison Township,NO2,13,Good,,
13836,2017-09-23,Parkway East,NO2,31,Good,,
13837,2017-09-23,North Braddock,SO2,4,Good,,
13838,2017-09-23,Lincoln,PM25,97,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13839,2017-09-23,Lawrenceville 2,SO2,21,Good,,
13840,2017-09-23,Lawrenceville 2,CO,4,Good,,
13841,2017-09-23,Lawrenceville,OZONE,46,Good,,
13842,2017-09-23,Liberty 2,PM10,31,Good,,
13843,2017-09-23,Parkway East,CO,11,Good,,
13844,2017-09-23,Glassport High Street,PM10,33,Good,,
13845,2017-09-24,Lawrenceville 2,CO,5,Good,,
13846,2017-09-24,Liberty 2,PM10,38,Good,,
13847,2017-09-24,Lincoln,PM10,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13848,2017-09-24,Parkway East,CO,16,Good,,
13849,2017-09-24,Harrison Township,OZONE,46,Good,,
13850,2017-09-24,South Fayette,OZONE,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
13851,2017-09-24,Lawrenceville,PM25B,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13852,2017-09-24,Avalon,SO2,4,Good,,
13853,2017-09-24,Lawrenceville,OZONE,50,Good,,
13854,2017-09-24,Liberty 2,PM25(2),69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13855,2017-09-24,Flag Plaza,PM10,20,Good,,
13856,2017-09-24,North Braddock,PM10B,34,Good,,
13857,2017-09-24,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13858,2017-09-24,Lawrenceville 2,SO2,8,Good,,
13859,2017-09-24,South Fayette,SO2,7,Good,,
13860,2017-09-24,Lincoln,PM25,104,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
13861,2017-09-24,Harrison Township,NO2,18,Good,,
13862,2017-09-24,Parkway East,NO2,29,Good,,
13863,2017-09-24,North Braddock,SO2,4,Good,,
13864,2017-09-24,Flag Plaza,CO,0,Good,,
13865,2017-09-24,Glassport High Street,PM10,39,Good,,
13866,2017-09-24,Avalon,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13867,2017-09-24,Liberty,SO2,17,Good,,
13868,2017-09-25,Flag Plaza,PM10,29,Good,,
13869,2017-09-25,North Braddock,PM10B,29,Good,,
13870,2017-09-25,Lawrenceville,OZONE,49,Good,,
13871,2017-09-25,Liberty 2,PM25(2),74,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13872,2017-09-25,South Fayette,SO2,7,Good,,
13873,2017-09-25,Lawrenceville 2,CO,4,Good,,
13874,2017-09-25,Liberty 2,PM10,31,Good,,
13875,2017-09-25,Lincoln,PM25,113,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
13876,2017-09-25,Parkway East,CO,7,Good,,
13877,2017-09-25,Parkway East,NO2,33,Good,,
13878,2017-09-25,Glassport High Street,PM10,31,Good,,
13879,2017-09-25,South Fayette,OZONE,50,Good,,
13880,2017-09-25,Avalon,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13881,2017-09-25,Liberty,SO2,43,Good,,
13882,2017-09-25,Lincoln,PM10,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13883,2017-09-25,Lawrenceville 2,SO2,4,Good,,
13884,2017-09-25,Flag Plaza,CO,0,Good,,
13885,2017-09-25,Parkway East,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13886,2017-09-25,Avalon,SO2,0,Good,,
13887,2017-09-25,Harrison Township,NO2,15,Good,,
13888,2017-09-25,Harrison Township,OZONE,50,Good,,
13889,2017-09-25,Lawrenceville,PM25B,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13890,2017-09-25,North Braddock,SO2,6,Good,,
13891,2017-09-26,Flag Plaza,PM10,33,Good,,
13892,2017-09-26,North Braddock,PM10B,29,Good,,
13893,2017-09-26,Lincoln,PM25,130,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
13894,2017-09-26,Liberty 2,PM25(2),81,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13895,2017-09-26,Parkway East,CO,9,Good,,
13896,2017-09-26,South Fayette,OZONE,100,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
13897,2017-09-26,Parkway East,PM25T,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13898,2017-09-26,Lawrenceville 2,SO2,13,Good,,
13899,2017-09-26,Harrison Township,OZONE,74,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
13900,2017-09-26,Lawrenceville,OZONE,48,Good,,
13901,2017-09-26,South Fayette,SO2,7,Good,,
13902,2017-09-26,Lincoln,PM10,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13903,2017-09-26,Flag Plaza,CO,0,Good,,
13904,2017-09-26,Lawrenceville,PM25B,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13905,2017-09-26,Avalon,SO2,3,Good,,
13906,2017-09-26,Glassport High Street,PM10,42,Good,,
13907,2017-09-26,Avalon,PM25T,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13908,2017-09-26,Liberty,SO2,41,Good,,
13909,2017-09-26,Lawrenceville 2,CO,5,Good,,
13910,2017-09-26,Harrison Township,NO2,21,Good,,
13911,2017-09-26,Parkway East,NO2,30,Good,,
13912,2017-09-26,Liberty 2,PM10,45,Good,,
13913,2017-09-26,North Braddock,SO2,6,Good,,
13914,2017-09-27,North Braddock,PM10B,41,Good,,
13915,2017-09-27,Lincoln,PM25,101,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
13916,2017-09-27,Liberty 2,PM25(2),92,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13917,2017-09-27,Lawrenceville,PM25B,48,Good,,
13918,2017-09-27,South Fayette,SO2,6,Good,,
13919,2017-09-27,Flag Plaza,CO,0,Good,,
13920,2017-09-27,Harrison Township,OZONE,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
13921,2017-09-27,South Fayette,OZONE,104,Unhealthy for Sensitive Groups,"Active children and adults, and people with respiratory disease, such as asthma, should reduce prolonged or heavy outdoor exertion.","Increasing likelihood of respiratory symptoms and breathing discomfort in active children and adults and people with respiratory disease, such as asthma."
13922,2017-09-27,Flag Plaza,PM10,34,Good,,
13923,2017-09-27,Parkway East,PM25T,75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13924,2017-09-27,Avalon,SO2,1,Good,,
13925,2017-09-27,Lawrenceville 2,SO2,4,Good,,
13926,2017-09-27,Harrison Township,NO2,15,Good,,
13927,2017-09-27,North Braddock,SO2,16,Good,,
13928,2017-09-27,Glassport High Street,PM10,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13929,2017-09-27,Avalon,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13930,2017-09-27,Liberty,SO2,37,Good,,
13931,2017-09-27,Liberty 2,PM10,50,Good,,
13932,2017-09-27,Lincoln,PM10,72,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
13933,2017-09-27,Parkway East,CO,21,Good,,
13934,2017-09-27,Lawrenceville 2,CO,5,Good,,
13935,2017-09-27,Parkway East,NO2,28,Good,,
13936,2017-09-27,Lawrenceville,OZONE,97,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
13937,2017-09-28,Lincoln,PM10,50,Good,,
13938,2017-09-28,Flag Plaza,CO,0,Good,,
13939,2017-09-28,Harrison Township,OZONE,38,Good,,
13940,2017-09-28,South Fayette,OZONE,44,Good,,
13941,2017-09-28,Avalon,PM25T,17,Good,,
13942,2017-09-28,Avalon,SO2,0,Good,,
13943,2017-09-28,Lincoln,PM25,9,Good,,
13944,2017-09-28,Liberty 2,PM25(2),8,Good,,
13945,2017-09-28,North Braddock,PM10B,39,Good,,
13946,2017-09-28,Lawrenceville,PM25B,2,Good,,
13947,2017-09-28,South Fayette,SO2,3,Good,,
13948,2017-09-28,Parkway East,CO,7,Good,,
13949,2017-09-28,Flag Plaza,PM10,32,Good,,
13950,2017-09-28,Lawrenceville 2,SO2,0,Good,,
13951,2017-09-28,Lawrenceville,OZONE,40,Good,,
13952,2017-09-28,Glassport High Street,PM10,47,Good,,
13953,2017-09-28,Parkway East,PM25T,14,Good,,
13954,2017-09-28,Liberty,SO2,3,Good,,
13955,2017-09-28,Lawrenceville 2,CO,2,Good,,
13956,2017-09-28,Harrison Township,NO2,6,Good,,
13957,2017-09-28,Parkway East,NO2,14,Good,,
13958,2017-09-28,Liberty 2,PM10,44,Good,,
13959,2017-09-28,North Braddock,SO2,0,Good,,
13960,2017-09-29,North Braddock,PM10B,24,Good,,
13961,2017-09-29,Lawrenceville,PM25B,24,Good,,
13962,2017-09-29,Parkway East,CO,10,Good,,
13963,2017-09-29,Avalon,PM25T,27,Good,,
13964,2017-09-29,Lawrenceville 2,CO,3,Good,,
13965,2017-09-29,Parkway East,NO2,21,Good,,
13966,2017-09-29,Liberty 2,PM10,24,Good,,
13967,2017-09-29,Lincoln,PM10,25,Good,,
13968,2017-09-29,Lawrenceville,OZONE,37,Good,,
13969,2017-09-29,Glassport High Street,PM10,15,Good,,
13970,2017-09-29,Parkway East,PM25T,38,Good,,
13971,2017-09-29,South Fayette,OZONE,42,Good,,
13972,2017-09-29,Liberty,SO2,29,Good,,
13973,2017-09-29,Flag Plaza,CO,0,Good,,
13974,2017-09-29,Harrison Township,OZONE,36,Good,,
13975,2017-09-29,Flag Plaza,PM10,15,Good,,
13976,2017-09-29,Lincoln,PM25,50,Good,,
13977,2017-09-29,Avalon,SO2,3,Good,,
13978,2017-09-29,Lawrenceville 2,SO2,3,Good,,
13979,2017-09-29,North Braddock,SO2,4,Good,,
13980,2017-09-29,Harrison Township,NO2,17,Good,,
13981,2017-09-29,Liberty 2,PM25(2),42,Good,,
13982,2017-09-29,South Fayette,SO2,3,Good,,
13983,2017-09-30,Parkway East,CO,7,Good,,
13984,2017-09-30,Glassport High Street,PM10,15,Good,,
13985,2017-09-30,Parkway East,NO2,9,Good,,
13986,2017-09-30,Flag Plaza,PM10,14,Good,,
13987,2017-09-30,Lincoln,PM10,24,Good,,
13988,2017-09-30,Liberty 2,PM25(2),14,Good,,
13989,2017-09-30,Lawrenceville 2,SO2,0,Good,,
13990,2017-09-30,South Fayette,SO2,1,Good,,
13991,2017-09-30,North Braddock,PM10B,23,Good,,
13992,2017-09-30,Lawrenceville,PM25B,18,Good,,
13993,2017-09-30,Flag Plaza,CO,0,Good,,
13994,2017-09-30,South Fayette,OZONE,32,Good,,
13995,2017-09-30,Avalon,SO2,0,Good,,
13996,2017-09-30,Liberty,SO2,0,Good,,
13997,2017-09-30,Harrison Township,NO2,6,Good,,
13998,2017-09-30,Harrison Township,OZONE,28,Good,,
13999,2017-09-30,Lincoln,PM25,18,Good,,
14000,2017-09-30,Avalon,PM25T,25,Good,,
14001,2017-09-30,North Braddock,SO2,0,Good,,
14002,2017-09-30,Lawrenceville 2,CO,3,Good,,
14003,2017-09-30,Lawrenceville,OZONE,29,Good,,
14004,2017-09-30,Liberty 2,PM10,23,Good,,
14005,2017-09-30,Parkway East,PM25T,18,Good,,
14006,2017-10-01,North Braddock,PM10B,11,Good,,
14007,2017-10-01,Lawrenceville,PM25B,25,Good,,
14008,2017-10-01,Flag Plaza,CO,0,Good,,
14009,2017-10-01,Harrison Township,NO2,7,Good,,
14010,2017-10-01,Lincoln,PM25,40,Good,,
14011,2017-10-01,North Braddock,SO2,0,Good,,
14012,2017-10-01,Flag Plaza,PM10,9,Good,,
14013,2017-10-01,Liberty 2,PM25(2),18,Good,,
14014,2017-10-01,Lawrenceville 2,SO2,0,Good,,
14015,2017-10-01,South Fayette,SO2,3,Good,,
14016,2017-10-01,Lawrenceville 2,CO,4,Good,,
14017,2017-10-01,Lawrenceville,OZONE,38,Good,,
14018,2017-10-01,Liberty 2,PM10,6,Good,,
14019,2017-10-01,Parkway East,PM25T,27,Good,,
14020,2017-10-01,Parkway East,CO,7,Good,,
14021,2017-10-01,Harrison Township,OZONE,36,Good,,
14022,2017-10-01,South Fayette,OZONE,41,Good,,
14023,2017-10-01,Glassport High Street,PM10,6,Good,,
14024,2017-10-01,Avalon,SO2,1,Good,,
14025,2017-10-01,Liberty,SO2,0,Good,,
14026,2017-10-01,Parkway East,NO2,13,Good,,
14027,2017-10-01,Avalon,PM25T,28,Good,,
14028,2017-10-01,Lincoln,PM10,16,Good,,
14029,2017-10-02,Flag Plaza,CO,0,Good,,
14030,2017-10-02,Harrison Township,OZONE,39,Good,,
14031,2017-10-02,South Fayette,OZONE,48,Good,,
14032,2017-10-02,Parkway East,PM25T,29,Good,,
14033,2017-10-02,Avalon,SO2,1,Good,,
14034,2017-10-02,Liberty,SO2,9,Good,,
14035,2017-10-02,Harrison Township,NO2,16,Good,,
14036,2017-10-02,North Braddock,SO2,11,Good,,
14037,2017-10-02,North Braddock,PM10B,26,Good,,
14038,2017-10-02,Liberty 2,PM25(2),26,Good,,
14039,2017-10-02,Lawrenceville,PM25B,27,Good,,
14040,2017-10-02,Lawrenceville 2,SO2,4,Good,,
14041,2017-10-02,South Fayette,SO2,9,Good,,
14042,2017-10-02,Parkway East,CO,8,Good,,
14043,2017-10-02,Lawrenceville,OZONE,38,Good,,
14044,2017-10-02,Glassport High Street,PM10,14,Good,,
14045,2017-10-02,Parkway East,NO2,20,Good,,
14046,2017-10-02,Lincoln,PM10,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14047,2017-10-02,Flag Plaza,PM10,19,Good,,
14048,2017-10-02,Lincoln,PM25,89,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14049,2017-10-02,Avalon,PM25T,40,Good,,
14050,2017-10-02,Lawrenceville 2,CO,5,Good,,
14051,2017-10-02,Liberty 2,PM10,9,Good,,
14052,2017-10-03,Lincoln,PM25,113,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
14053,2017-10-03,Flag Plaza,CO,0,Good,,
14054,2017-10-03,North Braddock,SO2,3,Good,,
14055,2017-10-03,Parkway East,NO2,28,Good,,
14056,2017-10-03,Liberty,SO2,66,Moderate,,
14057,2017-10-03,Lawrenceville,PM25B,30,Good,,
14058,2017-10-03,Avalon,PM25T,47,Good,,
14059,2017-10-03,Parkway East,CO,7,Good,,
14060,2017-10-03,Harrison Township,OZONE,49,Good,,
14061,2017-10-03,Lawrenceville,OZONE,48,Good,,
14062,2017-10-03,South Fayette,OZONE,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
14063,2017-10-03,Glassport High Street,PM10,30,Good,,
14064,2017-10-03,Parkway East,PM25T,35,Good,,
14065,2017-10-03,Avalon,SO2,3,Good,,
14066,2017-10-03,Lawrenceville 2,CO,4,Good,,
14067,2017-10-03,Liberty 2,PM10,31,Good,,
14068,2017-10-03,Lincoln,PM10,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14069,2017-10-03,Harrison Township,NO2,21,Good,,
14070,2017-10-03,Liberty 2,PM25(2),69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14071,2017-10-03,South Fayette,SO2,6,Good,,
14072,2017-10-03,Flag Plaza,PM10,28,Good,,
14073,2017-10-03,North Braddock,PM10B,29,Good,,
14074,2017-10-03,Lawrenceville 2,SO2,5,Good,,
14075,2017-10-04,Lawrenceville 2,CO,7,Good,,
14076,2017-10-04,Parkway East,NO2,25,Good,,
14077,2017-10-04,Lawrenceville,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
14078,2017-10-04,Liberty 2,PM10,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14079,2017-10-04,Harrison Township,OZONE,49,Good,,
14080,2017-10-04,South Fayette,OZONE,49,Good,,
14081,2017-10-04,Glassport High Street,PM10,42,Good,,
14082,2017-10-04,Flag Plaza,CO,0,Good,,
14083,2017-10-04,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14084,2017-10-04,Lawrenceville 2,SO2,2,Good,,
14085,2017-10-04,North Braddock,PM10B,28,Good,,
14086,2017-10-04,Lawrenceville,PM25B,33,Good,,
14087,2017-10-04,Harrison Township,NO2,17,Good,,
14088,2017-10-04,Liberty,SO2,46,Good,,
14089,2017-10-04,North Braddock,SO2,9,Good,,
14090,2017-10-04,South Fayette,SO2,1,Good,,
14091,2017-10-04,Flag Plaza,PM10,31,Good,,
14092,2017-10-04,Lincoln,PM10,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14093,2017-10-04,Lincoln,PM25,89,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14094,2017-10-04,Liberty 2,PM25(2),91,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14095,2017-10-04,Avalon,PM25T,44,Good,,
14096,2017-10-04,Parkway East,CO,12,Good,,
14097,2017-10-04,Avalon,SO2,4,Good,,
14098,2017-10-05,Flag Plaza,CO,0,Good,,
14099,2017-10-05,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14100,2017-10-05,Lawrenceville 2,SO2,3,Good,,
14101,2017-10-05,Harrison Township,NO2,12,Good,,
14102,2017-10-05,Parkway East,NO2,21,Good,,
14103,2017-10-05,North Braddock,SO2,11,Good,,
14104,2017-10-05,Glassport High Street,PM10,31,Good,,
14105,2017-10-05,Lincoln,PM25,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14106,2017-10-05,South Fayette,SO2,4,Good,,
14107,2017-10-05,North Braddock,PM10B,35,Good,,
14108,2017-10-05,Liberty 2,PM25(2),61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14109,2017-10-05,Lawrenceville 2,CO,3,Good,,
14110,2017-10-05,Lawrenceville,OZONE,31,Good,,
14111,2017-10-05,Liberty 2,PM10,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14112,2017-10-05,Parkway East,CO,5,Good,,
14113,2017-10-05,Harrison Township,OZONE,25,Good,,
14114,2017-10-05,South Fayette,OZONE,38,Good,,
14115,2017-10-05,Flag Plaza,PM10,30,Good,,
14116,2017-10-05,Avalon,SO2,0,Good,,
14117,2017-10-05,Lincoln,PM10,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14118,2017-10-05,Liberty,SO2,44,Good,,
14119,2017-10-05,Lawrenceville,PM25B,48,Good,,
14120,2017-10-05,Avalon,PM25T,42,Good,,
14121,2017-10-06,Harrison Township,NO2,15,Good,,
14122,2017-10-06,North Braddock,SO2,0,Good,,
14123,2017-10-06,North Braddock,PM10B,31,Good,,
14124,2017-10-06,Lincoln,PM25,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14125,2017-10-06,Avalon,PM25T,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14126,2017-10-06,Liberty,SO2,14,Good,,
14127,2017-10-06,South Fayette,SO2,3,Good,,
14128,2017-10-06,Flag Plaza,CO,0,Good,,
14129,2017-10-06,Parkway East,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14130,2017-10-06,Lawrenceville 2,SO2,2,Good,,
14131,2017-10-06,Lawrenceville 2,CO,5,Good,,
14132,2017-10-06,Parkway East,NO2,13,Good,,
14133,2017-10-06,Liberty 2,PM10,24,Good,,
14134,2017-10-06,Lincoln,PM10,20,Good,,
14135,2017-10-06,Lawrenceville,OZONE,30,Good,,
14136,2017-10-06,Glassport High Street,PM10,16,Good,,
14137,2017-10-06,Liberty 2,PM25(2),56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14138,2017-10-06,Parkway East,CO,4,Good,,
